Statistical profiling result from .\isolate-000001F9E0ABE580-20512-v8.log, (20519 ticks, 24 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%          Function: ^handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
      1  100.0%            LazyCompile: ~next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:116:16
     40    1.1%    LazyCompile: *<anonymous> file:///D:/Courses/Backend%20Coderhouse/Clase%2030%20-%20PROXY%20_%20NGINX/Servidor-con-balance-de-carga/routes/mainRouter.js:47:25
     24   60.0%      LazyCompile: *dispatch D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:98:45
     24  100.0%        LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
     24  100.0%          LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
     24  100.0%            LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:136:31
     16   40.0%      LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
     16  100.0%        Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:116:16
     16  100.0%          Function: ^dispatch D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:98:45
     16  100.0%            LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49

